"fips","new_bookings_per_return"
"36087",9.4543063773833
"42129",8.214608774310268
"24043",12.91270285394516
"24015",15.033361134278566
"37101",20.1325497061398
"45079",30.284328851664096
"47093",30.54040874229729
"18035",6.816760475297061
"17113",22.82173744675358
"29097",11.393239901071723
"48113",30.255553620342955
"33007",8.046767537826685
"51165",10.884577441631043
"37133",31.636880104154336
"21133",6.805293005671078
"19121",6.464924346629986
"19187",4.453723034098817
"19183",7.953529937444147
"27131",10.64294631710362
"30097",7.142857142857143
"20103",17.4955595026643
"22011",7.550886408404465
"48099",20.589318600368323
"49005",29.378316906747536
"06075",51.48213026366677
"51083",2.9191616766467066
"37017",6.79177837354781
"01089",27.24008487024645
"55085",7.354392892398815
"55097",12.533733133433284
"55023",3.2981530343007917
"17091",7.154308617234469
"06027",7.906976744186046
"06113",30.797178884377004
"41035",8.931133428981349
"37059",10.419828022255944
"12013",2.391304347826087
"26087",5.495026054002842
"56023",13.77091377091377
"51011",8.522727272727273
"28123",0.975609756097561
"17141",3.926482873851295
"20191",3.5595105672969964
"40043",4.395604395604396
"17153",3.048780487804878
"20073",2.051282051282051
"48361",7.192446542627048
"35041",10.72463768115942
"12089",19.007717750826902
"12049",2.394106813996317
"18017",4.1806020066889635
"19171",3.7091988130563798
"20151",2.295918367346939
"22091",0.7575757575757576
"05099",1.0344827586206897
"48037",3.598389531957725
"16041",6.040268456375839
"19157",5.955334987593052
"29115",3.1189083820662766
"51111",1.9230769230769231
"38021",3.0927835051546393
"01007",2.19941348973607
"28085",0.9425878320479862
"72109",
"19179",1.266713581984518
"31101",2.140672782874618
"48499",4.365808823529412
"20017",2.1739130434782608
"13287",2.395209580838323
"21061",4.248366013071895
"31057",9.090909090909092
"05077",
"30035",2.569169960474308
"72043",
"72119",
"42021",4.9210614712798115
"51175",4.511278195488722
"37063",51.92943042156733
"13151",18.819851504493943
"13069",1.768172888015717
"39035",18.97508466761007
"17201",9.743627200350595
"17159",1.1510791366906474
"29147",7.402422611036339
"08001",30.88470386399969
"34033",25.367286973555338
"36009",5.202140309155767
"42119",12.527472527472527
"54001",1.7730496453900708
"19025",2.2443890274314215
"19043",3.7249283667621778
"55049",7.579908675799087
"38063",8.130081300813009
"17107",3.543647363872083
"31109",22.969619743813293
"56007",3.927986906710311
"49021",29.7765617875057
"31111",9.102902374670185
"32019",12.07966046359778
"44005",29.342560553633216
"21089",7.011393514460999
"26017",9.602458229306702
"20123",2.928870292887029
"48409",13.196389666977902
"49053",31.165072974333164
"01055",3.4851936218678814
"17179",9.657663316582914
"48223",5.4945054945054945
"32033",4.150943396226415
"37089",27.080394922425953
"12129",8.960328317373461
"19045",4.093567251461988
"06009",10.376871450696955
"20007",5.298013245033113
"51113",12.048192771084338
"18029",7.12901975978303
"38097",6.96969696969697
"38061",4.8076923076923075
"40129",1.8018018018018018
"47083",1.971830985915493
"30085",2.5821596244131455
"28041",0.9569377990430622
"29205",1.4150943396226414
"39043",9.331373989713446
"47165",22.16900444748546
"39005",4.515327257663629
"30083",6.156716417910448
"17121",2.4375
"13019",4.289940828402367
"48431",1.8181818181818181
"19087",2.8430160692212607
"01057",1.1904761904761905
"46135",7.375478927203065
"21051",1.2522361359570662
"05037",1.0889292196007259
"05011",0.6024096385542169
"08011",3.4482758620689653
"72131",
"31113",5.2631578947368425
"54075",4.501607717041801
"12015",18.676548438327156
"47155",13.55691056910569
"18093",4.24865831842576
"27061",4.340836012861736
"17011",2.4271844660194173
"40011",3.6474164133738602
"48145",3.963963963963964
"48029",23.168816540490194
"08041",45.75194025479573
"16029",6.734006734006734
"36121",8.883826879271071
"24009",21.223709369024856
"45083",13.167625308134758
"12087",29.50666354921674
"01041",4.016913319238901
"21115",5.766526019690577
"55067",5.245535714285714
"17051",1.8151815181518152
"20099",2.8328611898016995
"22055",11.85684363901284
"22003",1.8666666666666667
"49013",7.388535031847134
"04017",9.335270613875771
"53055",13.574660633484163
"53009",17.830290010741138
"50025",15.5318202047174
"47017",3.395311236863379
"21235",2.2294725394236
"27115",4.273504273504273
"19023",4.472843450479234
"17083",3.0338389731621938
"20121",10.19108280254777
"22007",2.1194605009633913
"48067",1.592920353982301
"13091",3.610675039246468
"29055",1.8640350877192982
"20005",6.748466257668712
"31037",0.5050505050505051
"48191",1.8181818181818181
"06057",31.33539003966505
"29127",2.379182156133829
"40003",6.956521739130435
"48443",
"24047",16.90659524606629
"21107",4.919845218352681
"05093",2.1541010770505387
"05009",3.260869565217391
"12063",2.5806451612903225
"55137",2.964426877470356
"48425",4.639175257731959
"18159",8.22695035460993
"31177",7.1258907363420425
"36123",4.766269477543538
"37127",5.580989753651624
"17023",1.3179571663920921
"47023",4.11214953271028
"01005",1.8248175182481752
"46119",6.122448979591836
"48097",5.6289488799540495
"17005",2.269503546099291
"13103",17.683823529411764
"16067",3.68474923234391
"37007",30.147895335608645
"42013",4.830677290836653
"37029",11.691022964509395
"38033",1.7857142857142858
"17187",2.3400936037441498
"02188",
"28023",1.4970059880239521
"19063",3.658536585365854
"20075",10.309278350515465
"02275",
"08095",3.3653846153846154
"51775",19.119286510590857
"31013",2.247191011235955
"47137",1.1976047904191616
"51153",28.443560417702635
"37135",60.902255639097746
"12069",22.846719187860202
"39113",17.334757237118122
"18001",4.690553745928339
"30105",21.830985915492956
"48271",
"09015",9.20524972657674
"29181",0.8379888268156425
"16017",15.157384987893462
"51810",29.105539254912422
"21047",22.874493927125506
"21085",1.3089005235602094
"18137",3.893805309734513
"55017",8.454340109712811
"44001",22.669322709163346
"51099",17.56756756756757
"28075",4.141054674862504
"20153",4.938271604938271
"31027",1.4598540145985401
"48333",2.150537634408602
"24011",6.577344701583435
"19041",2.608695652173913
"04021",18.108914584110405
"39115",2.211302211302211
"30015",20.348837209302324
"16011",7.970634504457263
"37009",10.067681895093063
"21113",14.267296948861194
"27045",4.986642920747997
"08061",4.545454545454546
"45053",8.810949529512405
"26069",2.386634844868735
"55135",4.895340985820392
"48465",8.972503617945007
"17049",2.026143790849673
"35051",6.586826347305389
"72149",
"51037",1.6470588235294117
"19115",4.845814977973569
"39175",4.197080291970803
"19067",3.976435935198822
"18183",6.378378378378378
"05095",1.486988847583643
"19139",3.900709219858156
"48293",2.6282853566958697
"48143",12.244897959183673
"19021",2.5693730729701953
"48047",1.444043321299639
"20065",63.63636363636363
"48103",2.127659574468085
"51079",21.28146453089245
"51683",24.21346077260056
"72151",
"38031",1.4285714285714286
"46085",4.3478260869565215
"17145",1.6883116883116882
"12027",5.908419497784343
"13201",0.45045045045045046
"17127",1.9130434782608696
"47169",5.2631578947368425
"36017",5.57006092254134
"42047",3.38855421686747
"51033",11.613351877607789
"12125",3.6458333333333335
"12109",29.68389145496536
"39051",3.742640874684609
"39061",22.661800957030305
"29211",1.4423076923076923
"48307",2.1021021021021022
"48061",6.411118583277292
"48233",4.656577415599535
"49043",56.77308024158758
"50021",9.093830334190232
"36023",12.297097884899165
"55095",6.634865568083261
"20159",2.5714285714285716
"22019",8.454048919496557
"05147",1.834862385321101
"40083",8.43000773395205
"40081",2.3311897106109325
"23009",10.675625233296007
"42081",5.483458234326449
"26107",11.380704794916234
"48203",4.2105263157894735
"13153",16.97304768486524
"47163",9.802086119283231
"18163",9.72767006612126
"48021",14.563758389261745
"41047",16.5280863218026
"54035",2.9750479846449136
"45073",16.015846066779854
"01001",13.548657718120806
"19029",3.888888888888889
"22013",1.6771488469601676
"18103",5.173587474472431
"31067",4.40324449594438
"42001",9.20544604755131
"40017",25.079896514990107
"30041",4.244031830238727
"48381",14.487300094073378
"08105",6.5967016491754125
"06005",9.047109207708779
"19143",4.166666666666667
"40075",2.0491803278688523
"72025",
"22015",12.030075187969924
"22127",0.8771929824561403
"38071",3.6217303822937628
"51678",15.902578796561604
"05043",2.3508137432188065
"39141",2.524768296580377
"26101",4.897159647404505
"30053",5.367561260210035
"27015",4.706734250543085
"17149",1.8912529550827424
"54023",0.8333333333333334
"13117",24.991100035599857
"20195",0.8849557522123894
"32009",31.428571428571427
"50019",4.7050037341299475
"36085",7.63329660083072
"24005",20.698602794411176
"37087",18.60073999327279
"13033",3.860072376357057
"47097",0.37629350893697083
"26045",12.837035780905545
"27053",40.51782840163427
"16045",7.590361445783133
"16039",17.52827140549273
"49037",10.74074074074074
"04025",19.65720407070166
"32013",7.230559345156889
"36075",8.343960648569867
"51760",45.81206277179051
"01083",19.327920613441588
"39139",4.7367494277161475
"30081",9.77578475336323
"22087",7.4094401756311745
"48485",17.13208840157615
"08083",14.385353095030514
"37001",18.440743422640598
"37149",16.296296296296298
"18141",13.728877206158469
"30029",20.59394409937888
"48331",5.161290322580645
"06043",11.143695014662757
"12111",17.360771861260382
"21191",11.666666666666666
"26063",2.302426882389546
"29005",1.3574660633484164
"19141",1.3769363166953528
"04011",6.470588235294118
"35045",5.1735428945645054
"06033",6.633435582822086
"42127",7.4261603375527425
"28045",13.613861386138614
"27117",5.985037406483791
"36107",7.937877480586713
"24510",38.4855961358029
"21147",1.941747572815534
"30067",23.99103139013453
